,mun_id,mun,mun_type,area_km2,pop_total,total,active_total,active_employed,active_unemployed,active_unemp_former,active_unemp_firstjob,inactive_total,inactive_students,inactive_houshold,labor_pariticpation_rate,total_nat,serbs,albanians,bosnians,bulgarians,bunjevci,vlasi,goranci,yugoslavs,hungarians,macedonians,muslims,germans,roma,romanians,russians,rusini,slovaks,slovenians,ukranians,croats,montenegrins,rest,undeclared,regional_assoc,unkown,majority_nationality,wage_2010,wage_2011,wage_2012,wage_2013,wage_2014,employment_rate,employment_per_pop,share_serbian,pop_density
118,71315,Nis-Crveni Krst,city-district,182.0,31759.0,32301.0,13094.0,7963.0,5131.0,3133.0,1998.0,19207.0,2354.0,3015.0,0.405374446612,32301.0,28751.0,23.0,6.0,54.0,,4.0,117.0,53.0,3.0,77.0,12.0,2.0,2464.0,11.0,6.0,,4.0,10.0,1.0,44.0,43.0,47.0,247.0,6.0,316.0,serbs,33079.0,38626.0,39390.0,43519.0,45337.0,0.608141133344,0.250732075947,0.890096281849,174.5
119,71323,Nis-Palilula,city-district,117.0,73317.0,73801.0,32589.0,21661.0,10928.0,6745.0,4183.0,41212.0,6681.0,4506.0,0.441579382393,73801.0,68612.0,48.0,20.0,193.0,,2.0,11.0,89.0,19.0,191.0,12.0,6.0,2745.0,6.0,16.0,1.0,8.0,20.0,1.0,112.0,146.0,144.0,723.0,15.0,661.0,serbs,20125.0,24390.0,27133.0,28366.0,29895.0,0.664672128632,0.295443075958,0.929689299603,626.641025641
120,71331,Nis-Mediana,city-district,10.0,85555.0,85969.0,38954.0,28726.0,10228.0,6879.0,3349.0,47015.0,8818.0,3323.0,0.45311682118,85969.0,81591.0,15.0,15.0,326.0,10.0,8.0,57.0,199.0,28.0,406.0,20.0,12.0,669.0,4.0,26.0,3.0,16.0,51.0,15.0,170.0,334.0,163.0,1092.0,28.0,711.0,serbs,30878.0,35012.0,37617.0,40441.0,41047.0,0.737433896391,0.335760621822,0.94907466645,8555.5
121,71340,Kostolac,normal,103.0,13478.0,13637.0,5142.0,4058.0,1084.0,505.0,579.0,8495.0,860.0,1611.0,0.377062403754,13637.0,9842.0,1.0,,3.0,1.0,16.0,,9.0,21.0,45.0,8.0,10.0,2659.0,14.0,2.0,2.0,3.0,19.0,,35.0,22.0,38.0,173.0,2.0,712.0,serbs,,56013.0,58745.0,61947.0,66676.0,0.789187086737,0.301083246773,0.721712986727,130.854368932
122,71358,Vranjska Banja,normal,258.0,9225.0,9580.0,3125.0,2093.0,1032.0,513.0,519.0,6455.0,634.0,1285.0,0.326200417537,9580.0,8086.0,1.0,,31.0,,,,6.0,,15.0,,,1375.0,,1.0,,,,,4.0,2.0,1.0,34.0,,24.0,serbs,,,25503.0,27391.0,27105.0,0.66976,0.226883468835,0.844050104384,35.7558139535
123,79014,Grad Beograd,city,3234.0,1675043.0,1659440.0,722108.0,593021.0,129087.0,91036.0,38051.0,937332.0,141959.0,86568.0,0.435151617413,1659440.0,1505448.0,1252.0,1596.0,1188.0,172.0,182.0,5328.0,8061.0,1810.0,6970.0,3996.0,498.0,27325.0,1282.0,1301.0,245.0,2104.0,1539.0,418.0,7752.0,9902.0,7083.0,38971.0,1289.0,23728.0,serbs,42489.0,46986.0,51121.0,54103.0,55429.0,0.821235881613,0.354033299444,0.907202429735,517.947742733
124,79022,Grad Nis,city,596.0,258500.0,260237.0,114859.0,78531.0,36328.0,23436.0,12892.0,145378.0,23882.0,15269.0,0.441363065206,260237.0,243381.0,97.0,44.0,927.0,10.0,15.0,202.0,416.0,68.0,823.0,58.0,28.0,6996.0,26.0,62.0,4.0,38.0,104.0,20.0,398.0,659.0,420.0,3018.0,61.0,2362.0,serbs,29132.0,33275.0,35765.0,38460.0,39492.0,0.683716556822,0.303794970986,0.93522827269,433.724832215
125,79049,Grad Pozarevac,city,477.0,74328.0,75334.0,29909.0,23726.0,6183.0,3932.0,2251.0,45425.0,5614.0,7048.0,0.397018610455,75334.0,66801.0,8.0,10.0,35.0,1.0,177.0,,71.0,56.0,168.0,42.0,18.0,3868.0,91.0,11.0,3.0,10.0,38.0,6.0,109.0,160.0,90.0,1267.0,10.0,2284.0,serbs,37822.0,42491.0,45609.0,48657.0,50688.0,0.793272927881,0.319206759229,0.886731090875,155.823899371
126,79057,Grad Vranje,city,860.0,82425.0,83524.0,34579.0,24915.0,9664.0,5083.0,4581.0,48945.0,7598.0,6042.0,0.414000766247,83524.0,76569.0,13.0,4.0,589.0,1.0,,43.0,22.0,6.0,255.0,17.0,1.0,4654.0,2.0,10.0,1.0,7.0,8.0,2.0,33.0,48.0,42.0,736.0,7.0,454.0,serbs,27214.0,29779.0,32300.0,33211.0,30496.0,0.720524017467,0.302274795268,0.916730520569,95.8430232558
127,80012,Ada,normal,227.0,16555.0,16991.0,6770.0,5426.0,1344.0,953.0,391.0,10221.0,1117.0,1665.0,0.398446236243,16991.0,2956.0,25.0,,,6.0,1.0,,74.0,12750.0,,13.0,11.0,323.0,11.0,3.0,4.0,18.0,3.0,4.0,50.0,8.0,10.0,388.0,84.0,249.0,hungarians,27068.0,29778.0,32436.0,33857.0,36197.0,0.801477104874,0.327755964965,0.173974457066,72.9295154185
128,80039,Alibunar,normal,602.0,19434.0,20151.0,6782.0,5070.0,1712.0,1064.0,648.0,13369.0,1377.0,3221.0,0.336558979703,20151.0,12234.0,7.0,5.0,12.0,2.0,13.0,1.0,47.0,227.0,115.0,17.0,17.0,833.0,4870.0,10.0,,965.0,11.0,3.0,43.0,37.0,23.0,344.0,64.0,251.0,serbs,23007.0,25662.0,29031.0,30346.0,30923.0,0.747567089354,0.260882988577,0.607116272145,32.2823920266
129,80047,Apatin,normal,380.0,28002.0,28929.0,11757.0,8160.0,3597.0,2536.0,1061.0,17172.0,1894.0,2213.0,0.406408793944,28929.0,18164.0,26.0,3.0,2.0,49.0,1.0,8.0,188.0,3102.0,39.0,29.0,182.0,654.0,1148.0,10.0,7.0,26.0,22.0,4.0,3015.0,74.0,162.0,1557.0,242.0,215.0,serbs,37964.0,39722.0,44206.0,47665.0,44744.0,0.694054605767,0.291407756589,0.627882056068,73.6894736842
130,80055,Bac,normal,367.0,13917.0,14405.0,5705.0,4470.0,1235.0,815.0,420.0,8700.0,913.0,2170.0,0.396043040611,14405.0,6750.0,6.0,40.0,,5.0,,,87.0,958.0,15.0,171.0,92.0,764.0,304.0,14.0,15.0,2845.0,4.0,82.0,1209.0,45.0,87.0,723.0,148.0,41.0,serbs,27070.0,28157.0,30822.0,31607.0,31168.0,0.783523225241,0.321189911619,0.468587296078,37.9209809264
131,80063,Backa Palanka,normal,590.0,54161.0,55528.0,22213.0,16770.0,5443.0,3736.0,1707.0,33315.0,3871.0,4845.0,0.400032416078,55528.0,43843.0,72.0,11.0,5.0,22.0,,,160.0,1356.0,51.0,69.0,105.0,1064.0,6.0,25.0,53.0,5047.0,39.0,27.0,819.0,133.0,89.0,1870.0,501.0,161.0,serbs,34084.0,39759.0,44575.0,48591.0,48265.0,0.754963309774,0.309632392312,0.78956562455,91.7983050847
132,80071,Backa Topola,normal,596.0,32305.0,33321.0,12849.0,10267.0,2582.0,1832.0,750.0,20472.0,2354.0,3453.0,0.38561267669,33321.0,9830.0,60.0,6.0,,206.0,,14.0,200.0,19307.0,39.0,46.0,41.0,100.0,7.0,3.0,254.0,120.0,50.0,20.0,330.0,349.0,53.0,1207.0,333.0,746.0,hungarians,27909.0,31970.0,35229.0,36474.0,37305.0,0.799050509767,0.317814579786,0.295009153387,54.2030201342
133,80080,Backi Petrovac,normal,158.0,13122.0,13418.0,5809.0,4844.0,965.0,720.0,245.0,7609.0,858.0,1109.0,0.432925920405,13418.0,3512.0,26.0,3.0,3.0,,,,58.0,74.0,12.0,13.0,10.0,108.0,,3.0,17.0,8772.0,10.0,6.0,91.0,16.0,20.0,538.0,109.0,17.0,slovaks,23512.0,25375.0,28427.0,30971.0,33469.0,0.833878464452,0.369151044048,0.261737963929,83.0506329114
134,80098,Bela Crkva,normal,353.0,16844.0,17367.0,5969.0,4218.0,1751.0,1155.0,596.0,11398.0,1178.0,2553.0,0.3436978177,17367.0,12715.0,11.0,10.0,13.0,1.0,1.0,,52.0,425.0,97.0,23.0,59.0,791.0,842.0,16.0,1.0,16.0,14.0,4.0,61.0,66.0,666.0,747.0,238.0,498.0,serbs,24584.0,26482.0,29947.0,32545.0,33187.0,0.706651030323,0.250415578247,0.732135659584,47.716713881
135,80101, Beocin,normal,184.0,15428.0,15726.0,6332.0,4457.0,1875.0,1277.0,598.0,9394.0,1032.0,1782.0,0.402645300776,15726.0,10956.0,16.0,11.0,5.0,4.0,,,161.0,295.0,33.0,37.0,45.0,1422.0,14.0,17.0,27.0,830.0,70.0,13.0,557.0,61.0,52.0,721.0,260.0,119.0,serbs,40316.0,44891.0,46070.0,48073.0,50141.0,0.703885028427,0.288890329271,0.696680656238,83.847826087
136,80110,Becej,normal,486.0,36399.0,37351.0,14303.0,10685.0,3618.0,2362.0,1256.0,23048.0,2551.0,3980.0,0.382934861182,37351.0,15451.0,81.0,12.0,7.0,13.0,,6.0,287.0,17309.0,49.0,79.0,38.0,842.0,8.0,7.0,21.0,45.0,12.0,14.0,301.0,107.0,76.0,1823.0,555.0,208.0,hungarians,26316.0,30758.0,34290.0,37603.0,37306.0,0.74704607425,0.29355202066,0.413670316725,74.8950617284
137,80128,Vrsac,normal,800.0,50964.0,52026.0,20354.0,15822.0,4532.0,3035.0,1497.0,31672.0,3859.0,4761.0,0.391227463191,52026.0,37595.0,73.0,19.0,79.0,3.0,6.0,2.0,302.0,2263.0,472.0,41.0,95.0,1368.0,5420.0,26.0,5.0,147.0,146.0,13.0,214.0,139.0,242.0,1438.0,758.0,1160.0,serbs,41617.0,44198.0,49689.0,52454.0,52237.0,0.777341063182,0.310454438427,0.722619459501,63.705
138,80136,zabalj,normal,400.0,25728.0,26134.0,9780.0,6939.0,2841.0,1758.0,1083.0,16354.0,1762.0,3722.0,0.374225147318,26134.0,22134.0,6.0,3.0,1.0,4.0,1.0,,66.0,271.0,31.0,12.0,20.0,1301.0,8.0,12.0,1198.0,34.0,4.0,45.0,137.0,18.0,56.0,431.0,300.0,41.0,serbs,28894.0,32283.0,35994.0,38320.0,37294.0,0.709509202454,0.269706156716,0.846942680034,64.32
139,80144,zitiste,normal,525.0,16050.0,16841.0,6062.0,4692.0,1370.0,803.0,567.0,10779.0,1157.0,2416.0,0.359954872038,16841.0,10436.0,6.0,,17.0,4.0,,13.0,38.0,3371.0,8.0,4.0,13.0,832.0,1412.0,1.0,1.0,5.0,3.0,1.0,63.0,22.0,14.0,409.0,116.0,52.0,serbs,27744.0,32003.0,36558.0,36662.0,29113.0,0.774001979545,0.292336448598,0.61967816638,30.5714285714
140,80152,Zrenjanin,normal,1327.0,120709.0,123362.0,50669.0,39012.0,11657.0,8168.0,3489.0,72693.0,9657.0,9945.0,0.410734261766,123362.0,91579.0,110.0,30.0,184.0,22.0,5.0,19.0,592.0,12350.0,412.0,86.0,139.0,3410.0,2161.0,79.0,25.0,2062.0,94.0,26.0,527.0,280.0,242.0,4695.0,3366.0,867.0,serbs,34299.0,36771.0,39538.0,42635.0,42661.0,0.769938226529,0.323190482897,0.742359883919,90.9638281839
141,80179,Indjija,normal,385.0,46871.0,47433.0,19635.0,14744.0,4891.0,3558.0,1333.0,27798.0,3397.0,4749.0,0.413952311682,47433.0,40871.0,15.0,8.0,13.0,11.0,3.0,3.0,210.0,829.0,71.0,19.0,34.0,426.0,10.0,39.0,6.0,380.0,46.0,391.0,1569.0,117.0,100.0,1630.0,426.0,206.0,serbs,28907.0,31130.0,33509.0,35326.0,34390.0,0.750903997963,0.31456550959,0.861657495836,121.742857143
142,80187,Irig,normal,230.0,10507.0,10866.0,4460.0,3751.0,709.0,480.0,229.0,6406.0,693.0,1053.0,0.410454629118,10866.0,8534.0,8.0,,7.0,1.0,,4.0,75.0,762.0,18.0,20.0,15.0,166.0,8.0,4.0,7.0,16.0,78.0,9.0,232.0,21.0,20.0,490.0,111.0,260.0,serbs,26185.0,29460.0,32622.0,33866.0,35467.0,0.841031390135,0.357000095175,0.785385606479,45.6826086957
143,80195,Kanjiza,normal,399.0,24627.0,25343.0,10290.0,8622.0,1668.0,1139.0,529.0,15053.0,1685.0,2771.0,0.406029278302,25343.0,1830.0,79.0,1.0,,33.0,1.0,,51.0,21576.0,4.0,9.0,9.0,596.0,268.0,1.0,1.0,7.0,7.0,,67.0,33.0,21.0,590.0,49.0,110.0,hungarians,31726.0,34825.0,37879.0,40460.0,41669.0,0.837900874636,0.35010354489,0.0722092885609,61.7218045113
144,80209,Kikinda,normal,783.0,57424.0,59453.0,23026.0,18064.0,4962.0,3299.0,1663.0,36427.0,4447.0,5640.0,0.387297529141,59453.0,44846.0,75.0,14.0,18.0,6.0,1.0,5.0,331.0,7270.0,126.0,74.0,87.0,1981.0,95.0,13.0,12.0,45.0,39.0,23.0,204.0,99.0,56.0,2310.0,1190.0,533.0,serbs,30018.0,32090.0,34767.0,36449.0,37040.0,0.784504473204,0.314572304263,0.754310127327,73.3384418902
145,80217,Kovacica,normal,419.0,24650.0,25274.0,9527.0,7166.0,2361.0,1322.0,1039.0,15747.0,1360.0,4255.0,0.376948642874,25274.0,8407.0,59.0,4.0,10.0,1.0,3.0,,62.0,2522.0,74.0,10.0,14.0,806.0,1543.0,10.0,3.0,10577.0,4.0,5.0,48.0,34.0,28.0,854.0,101.0,95.0,slovaks,25350.0,26692.0,27072.0,30017.0,29327.0,0.752178020363,0.290709939148,0.332634327768,58.830548926
146,80225,Kovin,normal,730.0,32808.0,33722.0,13124.0,10037.0,3087.0,1945.0,1142.0,20598.0,2329.0,4846.0,0.389182136291,33722.0,25150.0,19.0,3.0,121.0,2.0,90.0,3.0,84.0,3001.0,128.0,69.0,47.0,1516.0,1170.0,23.0,2.0,14.0,33.0,6.0,65.0,92.0,160.0,951.0,345.0,628.0,serbs,29748.0,35123.0,38431.0,41522.0,40517.0,0.764782078635,0.305931480127,0.74580392622,44.9424657534
147,80233,Kula,normal,481.0,41587.0,43101.0,16557.0,12047.0,4510.0,2891.0,1619.0,26544.0,3254.0,3985.0,0.384144219392,43101.0,25237.0,50.0,6.0,4.0,42.0,6.0,25.0,129.0,3412.0,138.0,56.0,167.0,314.0,3.0,23.0,4588.0,118.0,44.0,1290.0,569.0,4334.0,155.0,1951.0,319.0,121.0,serbs,27072.0,30084.0,34523.0,37741.0,38439.0,0.727607658392,0.289681871739,0.585531658198,86.4594594595
148,80241,Mali Idjos,normal,181.0,11705.0,12031.0,4243.0,3179.0,1064.0,739.0,325.0,7788.0,850.0,1501.0,0.35267226332,12031.0,2388.0,43.0,3.0,4.0,13.0,,,24.0,6486.0,20.0,33.0,13.0,283.0,2.0,8.0,30.0,4.0,8.0,15.0,55.0,1956.0,123.0,371.0,64.0,85.0,hungarians,25670.0,26959.0,30996.0,32665.0,32252.0,0.749234032524,0.271593336181,0.198487241293,64.6685082873
149,80250,Nova Crnja,normal,273.0,9836.0,10272.0,3575.0,2474.0,1101.0,585.0,516.0,6697.0,745.0,1480.0,0.348033489097,10272.0,6922.0,2.0,2.0,6.0,1.0,,,6.0,1819.0,20.0,4.0,14.0,1016.0,16.0,2.0,1.0,1.0,1.0,2.0,27.0,25.0,7.0,212.0,68.0,98.0,serbs,28186.0,30334.0,34416.0,35602.0,36961.0,0.692027972028,0.251525010167,0.673870716511,36.0293040293
150,80268,Novi Becej,normal,609.0,23320.0,23925.0,9805.0,7413.0,2392.0,1592.0,800.0,14120.0,1469.0,2510.0,0.409822361546,23925.0,16132.0,72.0,3.0,4.0,3.0,1.0,,83.0,4319.0,42.0,11.0,14.0,1295.0,59.0,14.0,4.0,15.0,8.0,2.0,66.0,27.0,29.0,838.0,306.0,578.0,serbs,26586.0,28603.0,30976.0,32959.0,33670.0,0.756042835288,0.317881646655,0.674273772205,38.2922824302
151,80276,Novi Knezevac,normal,305.0,10895.0,11269.0,4466.0,3758.0,708.0,512.0,196.0,6803.0,706.0,1115.0,0.396308456828,11269.0,6445.0,13.0,1.0,1.0,12.0,1.0,,47.0,3217.0,21.0,6.0,10.0,923.0,2.0,8.0,1.0,10.0,7.0,4.0,64.0,40.0,8.0,290.0,93.0,45.0,serbs,29136.0,32074.0,35744.0,37051.0,37918.0,0.841468875952,0.344928866453,0.571922974532,35.7213114754
152,80284,Novi Sad - grad (20,city,610.0,314620.0,307760.0,139707.0,111969.0,27738.0,20337.0,7401.0,168053.0,30402.0,14674.0,0.453947881466,307760.0,241789.0,328.0,131.0,141.0,257.0,11.0,625.0,2088.0,12637.0,1015.0,1102.0,388.0,3576.0,832.0,290.0,1952.0,6393.0,370.0,425.0,3781.0,3186.0,1735.0,14262.0,8935.0,1511.0,serbs,,,47853.0,50353.0,50543.0,0.801455904142,0.355886466213,0.78564140889,515.770491803
153,80292,Opovo,normal,203.0,10159.0,10440.0,4132.0,3439.0,693.0,425.0,268.0,6308.0,580.0,1509.0,0.395785440613,10440.0,8994.0,8.0,1.0,5.0,,,1.0,29.0,54.0,62.0,5.0,18.0,312.0,198.0,9.0,,31.0,1.0,10.0,167.0,12.0,21.0,152.0,203.0,147.0,serbs,27384.0,29041.0,31783.0,35767.0,35984.0,0.832284607938,0.338517570627,0.861494252874,50.0443349754
154,80306,Odzaci,normal,411.0,28894.0,30154.0,11059.0,7229.0,3830.0,2337.0,1493.0,19095.0,2007.0,3413.0,0.366750679843,30154.0,25077.0,32.0,2.0,7.0,13.0,3.0,,105.0,1188.0,46.0,11.0,60.0,1035.0,100.0,11.0,61.0,835.0,17.0,27.0,225.0,121.0,46.0,700.0,302.0,130.0,serbs,25310.0,28063.0,34994.0,36733.0,37659.0,0.653675739217,0.250190350938,0.831630961067,70.301703163
155,80314,Pancevo,normal,756.0,122013.0,123414.0,50634.0,38648.0,11986.0,8249.0,3737.0,72780.0,9503.0,11748.0,0.410277602217,123414.0,97499.0,68.0,102.0,501.0,13.0,10.0,84.0,586.0,3422.0,4558.0,414.0,196.0,2118.0,3173.0,90.0,14.0,1411.0,120.0,38.0,880.0,529.0,450.0,4278.0,1185.0,1675.0,serbs,37592.0,43621.0,47558.0,50754.0,50196.0,0.763281589446,0.316753132863,0.790015719448,161.392857143
156,80322,Pecinci,normal,489.0,19585.0,19720.0,7798.0,6693.0,1105.0,737.0,368.0,11922.0,1232.0,3178.0,0.395436105477,19720.0,17965.0,5.0,11.0,8.0,,1.0,4.0,22.0,21.0,33.0,11.0,7.0,1008.0,4.0,11.0,6.0,79.0,1.0,3.0,42.0,22.0,8.0,236.0,86.0,126.0,serbs,38271.0,40358.0,42790.0,46800.0,47959.0,0.858296999231,0.341741128415,0.911004056795,40.0511247444
157,80349,Plandiste,normal,383.0,10867.0,11336.0,3872.0,2910.0,962.0,629.0,333.0,7464.0,735.0,1342.0,0.341566690191,11336.0,5868.0,5.0,,16.0,8.0,,,16.0,1280.0,1042.0,7.0,26.0,281.0,784.0,,,616.0,29.0,5.0,34.0,12.0,25.0,1027.0,83.0,172.0,serbs,23583.0,23900.0,25791.0,27852.0,28452.0,0.751549586777,0.267783196834,0.517642907551,28.3733681462
158,80357,Ruma,normal,582.0,52979.0,54339.0,21074.0,16166.0,4908.0,3423.0,1485.0,33265.0,4018.0,6569.0,0.387824582712,54339.0,46891.0,57.0,6.0,10.0,1.0,1.0,,267.0,1171.0,153.0,39.0,49.0,1297.0,7.0,10.0,14.0,50.0,26.0,24.0,1719.0,54.0,60.0,1696.0,379.0,358.0,serbs,28663.0,31322.0,35215.0,36687.0,37869.0,0.767106387017,0.305139772363,0.862934540569,91.029209622
159,80365,Senta,normal,293.0,22705.0,23316.0,9040.0,7389.0,1651.0,1062.0,589.0,14276.0,1685.0,1888.0,0.387716589466,23316.0,2533.0,62.0,13.0,1.0,21.0,,4.0,107.0,18441.0,27.0,13.0,13.0,595.0,3.0,11.0,13.0,31.0,9.0,6.0,84.0,48.0,20.0,673.0,122.0,466.0,hungarians,34967.0,38898.0,43070.0,44648.0,43912.0,0.817367256637,0.325434926228,0.108637845256,77.4914675768
160,80373,Secanj,normal,523.0,12640.0,13267.0,4473.0,3257.0,1216.0,666.0,550.0,8794.0,906.0,1918.0,0.337152332856,13267.0,9195.0,4.0,,87.0,3.0,1.0,11.0,50.0,1691.0,39.0,11.0,39.0,714.0,566.0,12.0,1.0,52.0,7.0,2.0,113.0,24.0,9.0,439.0,150.0,47.0,serbs,26562.0,26976.0,31150.0,33278.0,33165.0,0.728146657724,0.257674050633,0.693073038366,24.1682600382
161,80381, Sombor,normal,1216.0,83297.0,85903.0,33497.0,25730.0,7767.0,5252.0,2515.0,52406.0,6166.0,8523.0,0.389939815839,85903.0,54370.0,118.0,22.0,31.0,2058.0,2.0,67.0,852.0,9874.0,171.0,91.0,494.0,1015.0,89.0,41.0,62.0,117.0,74.0,23.0,7070.0,541.0,489.0,6534.0,1479.0,219.0,serbs,30159.0,33825.0,35699.0,36345.0,35517.0,0.768128489118,0.30889467808,0.632923180797,68.5008223684
162,80390,Srbobran,normal,284.0,15939.0,16317.0,6184.0,4394.0,1790.0,1184.0,606.0,10133.0,1066.0,2133.0,0.378991236134,16317.0,10709.0,7.0,2.0,2.0,3.0,,,55.0,3387.0,27.0,22.0,20.0,629.0,8.0,9.0,23.0,20.0,9.0,29.0,118.0,82.0,30.0,594.0,447.0,85.0,serbs,24653.0,27994.0,32647.0,35431.0,35413.0,0.710543337646,0.275676014806,0.656309370595,56.1232394366
163,80403,Sremska Mitrovica,normal,762.0,78186.0,79940.0,32738.0,25877.0,6861.0,4836.0,2025.0,47202.0,5849.0,8812.0,0.409532149112,79940.0,69849.0,69.0,28.0,22.0,2.0,1.0,6.0,290.0,696.0,126.0,50.0,103.0,1194.0,48.0,50.0,620.0,281.0,60.0,534.0,2112.0,131.0,153.0,2375.0,645.0,495.0,serbs,31236.0,34356.0,37725.0,40134.0,41184.0,0.790427026697,0.330967180825,0.873767825869,102.606299213
164,80411,Sremski Karlovci,normal,51.0,8588.0,8750.0,3752.0,2889.0,863.0,675.0,188.0,4998.0,709.0,561.0,0.4288,8750.0,6820.0,6.0,,4.0,4.0,,9.0,71.0,182.0,25.0,3.0,63.0,14.0,7.0,11.0,16.0,29.0,15.0,7.0,576.0,41.0,24.0,534.0,244.0,45.0,serbs,30554.0,30535.0,30284.0,33335.0,37767.0,0.769989339019,0.336399627387,0.779428571429,168.392156863
165,80420,Stara Pazova,normal,350.0,65389.0,65792.0,27322.0,21366.0,5956.0,4259.0,1697.0,38470.0,4947.0,6755.0,0.415278453307,65792.0,54516.0,9.0,17.0,12.0,4.0,2.0,21.0,206.0,131.0,179.0,83.0,27.0,1193.0,8.0,52.0,9.0,5212.0,27.0,47.0,1336.0,122.0,78.0,1838.0,180.0,483.0,serbs,25495.0,28458.0,31444.0,33638.0,36946.0,0.782007173706,0.326752206029,0.828611381323,186.825714286
166,80438,Subotica,normal,1007.0,139612.0,141554.0,59364.0,46593.0,12771.0,9462.0,3309.0,82190.0,9985.0,9792.0,0.419373525298,141554.0,38254.0,383.0,216.0,76.0,13553.0,2.0,151.0,3202.0,50469.0,482.0,334.0,260.0,2959.0,67.0,76.0,172.0,158.0,169.0,46.0,14151.0,1349.0,580.0,11815.0,2067.0,563.0,hungarians,31942.0,34703.0,37202.0,39761.0,40663.0,0.78486961795,0.333732057416,0.270243158088,138.641509434
167,80446,Temerin,normal,170.0,28098.0,28287.0,12281.0,9502.0,2779.0,2042.0,737.0,16006.0,2269.0,2353.0,0.434157033266,28287.0,19112.0,10.0,1.0,3.0,8.0,,,122.0,7460.0,28.0,18.0,16.0,83.0,12.0,7.0,51.0,67.0,16.0,20.0,165.0,53.0,20.0,664.0,262.0,89.0,serbs,26013.0,28736.0,29910.0,32556.0,34194.0,0.773715495481,0.338173535483,0.675646056492,165.282352941
168,80454,Titel,normal,261.0,15429.0,15738.0,5550.0,4240.0,1310.0,815.0,495.0,10188.0,1046.0,2656.0,0.352649637819,15738.0,13615.0,24.0,,16.0,3.0,,,50.0,822.0,53.0,3.0,19.0,264.0,7.0,8.0,18.0,99.0,11.0,3.0,165.0,25.0,18.0,295.0,191.0,29.0,serbs,23940.0,27343.0,29103.0,32346.0,32902.0,0.763963963964,0.274807181282,0.865103570975,59.1149425287
169,80462,Vrbas,normal,376.0,41029.0,42092.0,16781.0,12033.0,4748.0,3033.0,1715.0,25311.0,3614.0,3165.0,0.398674332415,42092.0,23251.0,48.0,7.0,13.0,15.0,,,170.0,2464.0,149.0,112.0,121.0,355.0,5.0,46.0,3375.0,286.0,35.0,836.0,549.0,7353.0,226.0,2066.0,452.0,158.0,serbs,31844.0,35479.0,36594.0,39174.0,39159.0,0.717060961802,0.29328036267,0.552385251354,109.119680851
170,80489,coka,normal,321.0,10938.0,11398.0,4664.0,3927.0,737.0,506.0,231.0,6734.0,666.0,1161.0,0.409194595543,11398.0,4437.0,10.0,,,5.0,,5.0,55.0,5661.0,20.0,20.0,7.0,351.0,42.0,2.0,3.0,96.0,14.0,2.0,61.0,19.0,107.0,408.0,52.0,21.0,hungarians,25565.0,27872.0,31319.0,33690.0,34077.0,0.841981132075,0.359023587493,0.389278820846,34.0747663551
171,80497,sid,normal,687.0,33200.0,34188.0,13179.0,9788.0,3391.0,2379.0,1012.0,21009.0,2440.0,4665.0,0.385486135486,34188.0,26646.0,10.0,5.0,4.0,2.0,,4.0,152.0,179.0,26.0,24.0,14.0,204.0,4.0,17.0,1027.0,2136.0,6.0,47.0,1748.0,26.0,26.0,1393.0,111.0,377.0,serbs,28695.0,29856.0,34530.0,39944.0,37292.0,0.74269671447,0.294819277108,0.779396279396,48.326055313
172,80519,Petrovaradin,normal,89.0,33920.0,33865.0,14797.0,11208.0,3589.0,2659.0,930.0,19068.0,3225.0,1675.0,0.43694079433,33865.0,27328.0,28.0,18.0,14.0,30.0,2.0,84.0,267.0,635.0,96.0,36.0,41.0,60.0,59.0,39.0,208.0,203.0,42.0,59.0,1554.0,258.0,86.0,1661.0,846.0,211.0,serbs,,,40472.0,43695.0,42417.0,0.757450834629,0.330424528302,0.806968846892,381.123595506
173,89010,Novi Sad-grad ,city,699.0,348540.0,341625.0,154504.0,123177.0,31327.0,22996.0,8331.0,187121.0,33627.0,16349.0,0.452261983169,341625.0,269117.0,356.0,149.0,155.0,287.0,13.0,709.0,2355.0,13272.0,1111.0,1138.0,429.0,3636.0,891.0,329.0,2160.0,6596.0,412.0,484.0,5335.0,3444.0,1821.0,15923.0,9781.0,1722.0,serbs,39240.0,43600.0,47502.0,50043.0,50175.0,0.797241495366,0.353408504045,0.787755579949,498.626609442
174,79065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32746.0,36386.0,39189.0,42556.0,43764.0,,,,
175,71366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
